timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
122471116,0.0,0.6627986,-0.011321906,0.0040954836,0.748701,0.0,0.0,-0.45914048,0,0
122523652,0.0,0.6628511,-0.007780192,0.009168941,0.7486547,0.0,0.0,-0.48250303,0,0
122573449,0.0,0.6628363,-0.009148674,0.009383631,0.7486497,0.0,0.0,-0.5079238,0,0
122622978,0.0,0.6628096,-0.010469645,0.002707558,0.7487099,0.0,0.0,-0.52566326,0,0
122666637,0.0,0.66282076,-0.009719505,0.0033347916,0.74870765,0.0,0.0,-0.5329181,0,0
122720920,0.0,0.6628422,-0.008235964,0.006115627,0.74868894,0.0,0.0,-0.5097416,0,0
122773363,0.0,0.6628198,-0.010048351,0.00605703,0.748687,0.0,0.0,-0.5061646,0,0
122817131,0.0,0.6628059,-0.0107465265,0.0030093312,0.7487081,0.0,0.0,-0.50288695,0,0
122877289,0.0,0.66280675,-0.010641604,0.0023681028,0.74871117,0.0,0.0,-0.5171314,0,0
122926959,0.0,0.6628307,-0.008825588,0.0019100136,0.7487149,0.0,0.0,-0.5186547,0,0
122976547,0.0,0.6628173,-0.010124052,0.004969897,0.74869627,0.0,0.0,-0.5012088,0,0
123026251,0.0,0.6628219,-0.009672964,0.0037641965,0.7487052,0.0,0.0,-0.4957147,0,0
123074362,0.0,0.6628579,-0.006344747,0.0033396392,0.74871093,0.0,0.0,-0.50111276,0,0
123122456,0.0,0.6628085,-0.010527626,0.002484565,0.74871093,0.0,0.0,-0.5011941,0,0
123165870,0.0,0.66281444,-0.01051786,0.006846888,0.7486785,0.0,0.0,-0.49972755,0,0
123226050,0.0,0.66280067,-0.010873111,-3.554844e-05,0.74871695,0.0,0.0,-0.50130504,0,0
123274401,0.0,0.6628304,-0.009126196,0.004992474,0.7486973,0.0,0.0,-0.49482602,0,0
123317873,0.0,0.6628161,-0.0102498075,0.0053622634,0.74869287,0.0,0.0,-0.50311023,0,0
123367497,0.0,0.66283596,-0.008639714,0.004735134,0.7486999,0.0,0.0,-0.50051343,0,0
123424855,0.0,0.6628334,-0.008854838,0.004743679,0.74869955,0.0,0.0,-0.5016594,0,0
123474336,0.0,0.66281456,-0.010287886,0.0046212277,0.74869865,0.0,0.0,-0.50014585,0,0
123515229,0.0,0.6628404,-0.007995945,0.0019584,0.74871546,0.0,0.0,-0.49432,0,0
123578243,0.0,0.6628158,-0.009942441,0.0015155695,0.7487149,0.0,0.0,-0.47320452,0,0
123627984,0.0,0.6628442,-0.008306169,0.0082105305,0.7486663,0.0,0.0,-0.480926,0,0
123674560,0.0,0.6628433,-0.007834451,0.0031335468,0.7487107,0.0,0.0,-0.5058423,0,0
123721150,0.0,0.6628308,-0.009138659,0.005477404,0.74869347,0.0,0.0,-0.5058918,0,0
123770851,0.0,0.66281754,-0.010086088,0.0047608577,0.748698,0.0,0.0,-0.50590765,0,0
123824885,0.0,0.66283005,-0.00901018,0.0034524065,0.7487078,0.0,0.0,-0.5055288,0,0
123872913,0.0,0.6628181,-0.009811425,0.0020051822,0.74871355,0.0,0.0,-0.5034239,0,0
123922724,0.0,0.6628162,-0.010054826,0.0033459896,0.7487071,0.0,0.0,-0.5027991,0,0
123972441,0.0,0.6628028,-0.01091373,0.0025097248,0.7487103,0.0,0.0,-0.5025017,0,0
124026552,0.0,0.6628306,-0.008980289,0.003621125,0.7487069,0.0,0.0,-0.50342125,0,0
124070193,0.0,0.6628271,-0.009265605,0.0036429493,0.7487064,0.0,0.0,-0.5013411,0,0
124118161,0.0,0.6628533,-0.006932975,0.0041545825,0.7487057,0.0,0.0,-0.5028141,0,0
124172313,0.0,0.662838,-0.0083521195,0.0035476591,0.74870783,0.0,0.0,-0.50289243,0,0
124218974,0.0,0.6628177,-0.0097802635,0.0012496499,0.7487159,0.0,0.0,-0.50249237,0,0
124279467,0.0,0.66284174,-0.007861965,0.0017772353,0.7487162,0.0,0.0,-0.501904,0,0
124322959,0.0,0.66281873,-0.009667199,0.0006725974,0.7487171,0.0,0.0,-0.50283796,0,0
124370998,0.0,0.6628252,-0.00936961,0.003179784,0.7487088,0.0,0.0,-0.50222135,0,0
124420650,0.0,0.662855,-0.0067495788,0.0041660406,0.74870586,0.0,0.0,-0.50281054,0,0
124470393,0.0,0.6628445,-0.007818483,0.004157071,0.74870473,0.0,0.0,-0.5012386,0,0
124524310,0.0,0.66279894,-0.0111380825,0.002179162,0.74871147,0.0,0.0,-0.50054455,0,0
124574153,0.0,0.6628044,-0.010764391,0.001983235,0.74871254,0.0,0.0,-0.50102335,0,0
124623702,0.0,0.66283566,-0.0087903375,0.0059733386,0.7486896,0.0,0.0,-0.50140476,0,0
124677968,0.0,0.66284984,-0.007344321,0.00466783,0.7487019,0.0,0.0,-0.5018057,0,0
124724568,0.0,0.6628251,-0.009090661,-0.00073359633,0.7487187,0.0,0.0,-0.50329316,0,0
124774275,0.0,0.6628219,-0.009453324,0.0010271051,0.7487168,0.0,0.0,-0.50229406,0,0
124823875,0.0,0.6628445,-0.007810893,0.0040369728,0.74870545,0.0,0.0,-0.50288385,0,0
124864306,0.0,0.66281664,-0.0097416695,-0.0004784462,0.7487182,0.0,0.0,-0.5033885,0,0
124914212,0.0,0.66281587,-0.009853143,0.00031775248,0.7487176,0.0,0.0,-0.5024735,0,0
124971160,0.0,0.6627939,-0.011231414,-0.0012951932,0.74871665,0.0,0.0,-0.50226444,0,0
