timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
2383586472,1,0,0,0,1,0,0,0,0,0,0,0,0
2384087225,1,0,0,0,1,0,0,0,0,0,0,0,0
2384594073,1,0,0,0,1,0,0,0,0,0,0,0,0
2385098238,1,0,0,0,1,0,0,0,0,0,0,0,0
2385608490,1,0,0,0,1,0,0,0,0,0,0,0,0
2386116248,1,0,0,0,1,0,0,0,0,0,0,0,0
2386627171,1,0,0,0,1,0,0,0,0,0,0,0,0
2387128544,1,0,0,0,1,0,0,0,0,0,0,0,0
2387629190,1,0,0,0,1,0,0,0,0,0,0,0,0
2388135137,1,0,0,0,1,0,0,0,0,0,0,0,0
2388636890,1,0,0,0,1,0,0,0,0,0,0,0,0
2389145990,1,0,0,0,1,0,0,0,0,0,0,0,0
2389657373,1,0,0,0,1,0,0,0,0,0,0,0,0
2390165685,1,0,0,0,1,0,0,0,0,0,0,0,0
2390666451,1,0,0,0,1,0,0,0,0,0,0,0,0
2391168465,1,0,0,0,1,0,0,0,0,0,0,0,0
2391674704,1,0,0,0,1,0,0,0,0,0,0,0,0
2392176493,1,0,0,0,1,0,0,0,0,0,0,0,0
2392682050,1,0,0,0,1,0,0,0,0,0,0,0,0
2393186847,1,0,0,0,1,0,0,0,0,0,0,0,0
2393696215,1,0,0,0,1,0,0,0,0,0,0,0,0
2394197478,1,0,0,0,1,0,0,0,0,0,0,0,0
2394701883,1,0,0,0,1,0,0,0,0,0,0,0,0
2395206549,1,0,0,0,1,0,0,0,0,0,0,0,0
2395721537,1,0,0,0,1,0,0,0,0,0,0,0,0
2396232644,1,0,0,0,1,0,0,0,0,0,0,0,0
2396741701,1,0,0,0,1,0,0,0,0,0,0,0,0
2397242210,1,0,0,0,1,0,0,0,0,0,0,0,0
2397747988,1,0,0,0,1,0,0,0,0,0,0,0,0
2398254496,1,0,0,0,1,0,0,0,0,0,0,0,0
2398757646,1,0,0,0,1,0,0,0,0,0,0,0,0
2399269066,1,0,0,0,1,0,0,0,0,0,0,0,0
2399781703,1,0,0,0,1,0,0,0,0,0,0,0,0
2400284075,1,0,0,0,1,0,0,0,0,0,0,0,0
2400786820,1,0,0,0,1,0,0,0,0,0,0,0,0
2401294153,1,0,0,0,1,0,0,0,0,0,0,0,0
2401795683,1,0,0,0,1,0,0,0,0,0,0,0,0
2402301690,1,0,0,0,1,0,0,0,0,0,0,0,0
2402803538,1,0,0,0,1,0,0,0,0,0,0,0,0
2403310260,1,0,0,0,1,0,0,0,0,0,0,0,0
2403821798,1,0,0,0,1,0,0,0,0,0,0,0,0
2404322654,1,0,0,0,1,0,0,0,0,0,0,0,0
2404833615,1,0,0,0,1,0,0,0,0,0,0,0,0
2405338336,1,0,0,0,1,0,0,0,0,0,0,0,0
2405848273,1,0,0,0,1,0,0,0,0,0,0,0,0
2406353240,1,0,0,0,1,0,0,0,0,0,0,0,0
2406858287,1,0,0,0,1,0,0,0,0,0,0,0,0
2407359569,1,0,0,0,1,0,0,0,0,0,0,0,0
2407863469,1,0,0,0,1,0,0,0,0,0,0,0,0
2408365335,1,0,0,0,1,0,0,0,0,0,0,0,0
2408870609,1,0,0,0,1,0,0,0,0,0,0,0,0
2409382719,1,0,0,0,1,0,0,0,0,0,0,0,0
2409896674,1,0,0,0,1,0,0,0,0,0,0,0,0
2410407750,1,0,0,0,1,0,0,0,0,0,0,0,0
2410913742,1,0,0,0,1,0,0,0,0,0,0,0,0
2411420388,1,0,0,0,1,0,0,0,0,0,0,0,0
2411933419,1,0,0,0,1,0,0,0,0,0,0,0,0
2412438761,1,0,0,0,1,0,0,0,0,0,0,0,0
2412950470,1,0,0,0,1,0,0,0,0,0,0,0,0
2413452101,1,0,0,0,1,0,0,0,0,0,0,0,0
2413957624,1,0,0,0,1,0,0,0,0,0,0,0,0
2414461603,1,0,0,0,1,0,0,0,0,0,0,0,0
2414974566,1,0,0,0,1,0,0,0,0,0,0,0,0
2415487483,1,0,0,0,1,0,0,0,0,0,0,0,0
2415997845,1,0,0,0,1,0,0,0,0,0,0,0,0
2416502687,1,0,0,0,1,0,0,0,0,0,0,0,0
2416624100,1,1,1,0,0,1,1,0,1,1,1,1,0
2417127649,1,1,1,0,0,1,1,0,1,1,1,1,0
2417640222,1,1,1,0,0,1,1,0,1,1,1,1,0
2418147510,1,1,1,0,0,1,1,0,1,1,1,1,0
2418656234,1,1,1,0,0,1,1,0,1,1,1,1,0
2419160372,1,1,1,0,0,1,1,0,1,1,1,1,0
2419353334,0,1,1,0,0,1,1,0,1,1,1,1,0
2419368219,0,1,1,0,0,1,1,0,1,1,1,1,0
2419874414,0,1,1,0,0,1,1,0,1,1,1,1,0
