timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
591297735,1,0,0,0,1,0,0,0,0,0,0,0,0
591804573,1,0,0,0,1,0,0,0,0,0,0,0,0
592312064,1,0,0,0,1,0,0,0,0,0,0,0,0
592823618,1,0,0,0,1,0,0,0,0,0,0,0,0
593324169,1,0,0,0,1,0,0,0,0,0,0,0,0
593829817,1,0,0,0,1,0,0,0,0,0,0,0,0
594335402,1,0,0,0,1,0,0,0,0,0,0,0,0
594841884,1,0,0,0,1,0,0,0,0,0,0,0,0
595352363,1,0,0,0,1,0,0,0,0,0,0,0,0
595863702,1,0,0,0,1,0,0,0,0,0,0,0,0
596370217,1,0,0,0,1,0,0,0,0,0,0,0,0
596872947,1,0,0,0,1,0,0,0,0,0,0,0,0
597380007,1,0,0,0,1,0,0,0,0,0,0,0,0
597883246,1,0,0,0,1,0,0,0,0,0,0,0,0
598392947,1,0,0,0,1,0,0,0,0,0,0,0,0
598902523,1,0,0,0,1,0,0,0,0,0,0,0,0
599408578,1,0,0,0,1,0,0,0,0,0,0,0,0
599917803,1,0,0,0,1,0,0,0,0,0,0,0,0
600429121,1,0,0,0,1,0,0,0,0,0,0,0,0
600935531,1,0,0,0,1,0,0,0,0,0,0,0,0
601445425,1,0,0,0,1,0,0,0,0,0,0,0,0
601946781,1,0,0,0,1,0,0,0,0,0,0,0,0
602457771,1,0,0,0,1,0,0,0,0,0,0,0,0
602962689,1,0,0,0,1,0,0,0,0,0,0,0,0
603473831,1,0,0,0,1,0,0,0,0,0,0,0,0
603983867,1,0,0,0,1,0,0,0,0,0,0,0,0
604485456,1,0,0,0,1,0,0,0,0,0,0,0,0
604993721,1,0,0,0,1,0,0,0,0,0,0,0,0
605507770,1,0,0,0,1,0,0,0,0,0,0,0,0
606009426,1,0,0,0,1,0,0,0,0,0,0,0,0
606514615,1,0,0,0,1,0,0,0,0,0,0,0,0
607018537,1,0,0,0,1,0,0,0,0,0,0,0,0
607519730,1,0,0,0,1,0,0,0,0,0,0,0,0
608032682,1,0,0,0,1,0,0,0,0,0,0,0,0
608539885,1,0,0,0,1,0,0,0,0,0,0,0,0
609041211,1,0,0,0,1,0,0,0,0,0,0,0,0
609550325,1,0,0,0,1,0,0,0,0,0,0,0,0
610050687,1,0,0,0,1,0,0,0,0,0,0,0,0
610563370,1,0,0,0,1,0,0,0,0,0,0,0,0
611066087,1,0,0,0,1,0,0,0,0,0,0,0,0
611571053,1,0,0,0,1,0,0,0,0,0,0,0,0
612080134,1,0,0,0,1,0,0,0,0,0,0,0,0
612585493,1,0,0,0,1,0,0,0,0,0,0,0,0
613091873,1,0,0,0,1,0,0,0,0,0,0,0,0
613594897,1,0,0,0,1,0,0,0,0,0,0,0,0
614102703,1,0,0,0,1,0,0,0,0,0,0,0,0
614605235,1,0,0,0,1,0,0,0,0,0,0,0,0
614937407,1,1,1,0,0,1,1,0,1,1,1,1,0
615443443,1,1,1,0,0,1,1,0,1,1,1,1,0
615951267,1,1,1,0,0,1,1,0,1,1,1,1,0
616451934,1,1,1,0,0,1,1,0,1,1,1,1,0
616956484,1,1,1,0,0,1,1,0,1,1,1,1,0
617468973,1,1,1,0,0,1,1,0,1,1,1,1,0
617989211,0,1,1,0,0,1,1,0,1,1,1,1,0
618002371,0,1,1,0,0,1,1,0,1,1,1,1,0
618509163,0,1,1,0,0,1,1,0,1,1,1,1,0
