timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
990764921,0.01757943,-0.011689522,7.257941e-05,0.0,0.0,2.3283064e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
990965000,0.017427027,-0.010861631,-3.6085733e-06,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
991162580,0.01500148,-0.009894198,-2.461346e-05,0.0,0.0,0.0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
991363948,0.013930827,9.313226e-10,-6.231546e-05,0.0,0.0,0.0,0,0,1,-2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
991561484,0.0,0.0,5.138645e-11,0.0,0.0,-3.7252903e-09,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
991765320,1.8626451e-09,1.8626451e-09,1.0622898e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
991963089,0.0,1.8626451e-09,3.805326e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
992164229,-3.7252903e-09,5.5879354e-09,3.4924597e-10,0.0,0.0,-1.4901161e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
992363053,-1.0244548e-08,3.259629e-09,9.895302e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
992566885,7.450581e-09,-4.656613e-09,-2.590241e-09,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
992761961,9.313226e-10,6.9849193e-09,-1.38279574e-08,0.0,0.0,2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
992963313,-3.099558e-09,0.0,-1.3737008e-08,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
993162115,-2.3283064e-09,-1.4901161e-08,-1.268927e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
993360952,1.8626451e-09,0.0,3.1199306e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
993567269,0.0,-3.7252903e-09,2.3283064e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
993764843,9.313226e-09,0.0,-9.313226e-09,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
993962411,1.8626451e-08,-3.7252903e-09,-7.450581e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
994163733,1.4901161e-08,1.8626451e-09,1.8859282e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
994360062,-1.3038516e-08,0.0,8.96398e-09,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
994564004,9.313226e-10,-5.5879354e-09,-3.958121e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
994760198,2.7939677e-09,-1.1175871e-08,-6.8102963e-09,0.0,0.0,2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
994967779,1.1175871e-08,6.9849193e-09,2.7939677e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
995165343,-9.313226e-10,1.1175871e-08,1.1175871e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
995362916,2.3283064e-08,1.4901161e-08,8.381903e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
995561728,-1.1641532e-08,-1.6763806e-08,1.21071935e-08,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
995763054,1.7695129e-08,-9.313226e-09,-1.1874363e-08,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
995964368,6.0535967e-09,-7.450581e-09,-6.519258e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
996161984,2.9802322e-08,1.1175871e-08,-1.21071935e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
996364507,-1.1175871e-08,3.7252903e-09,1.0826625e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
996565826,7.450581e-09,-3.7252903e-09,2.2351742e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
996765888,0.0,-1.4901161e-08,-7.799827e-09,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
996964706,-5.0349627e-09,1.1292286e-08,-2.8405339e-08,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
997164811,-3.0908268e-08,-2.7939677e-09,-1.6298145e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
997362335,6.519258e-09,3.958121e-09,2.6077032e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
997562400,-2.0489097e-08,0.0,-5.122274e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
997766219,-1.8626451e-08,-1.1175871e-08,2.5596819e-08,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
997962529,5.5879354e-09,3.7252903e-09,-9.546056e-09,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
998163842,3.806781e-08,-1.8626451e-09,-2.537854e-08,0.0,0.0,2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
998362652,4.0978193e-08,-7.450581e-09,-2.3748726e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
998562718,1.6763806e-08,-7.450581e-09,1.7462298e-08,0.0,0.0,2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
998764127,-2.0489097e-08,2.3283064e-08,-1.5133992e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
998964094,1.8626451e-09,-3.7252903e-09,1.5599653e-08,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
999166667,2.514571e-08,1.3038516e-08,-2.6542693e-08,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
999365464,2.8871e-08,1.8626451e-08,-5.2386895e-10,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
999566784,-3.7252903e-09,2.4214387e-08,1.071021e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
999763086,-7.450581e-09,-1.3038516e-08,9.313226e-10,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
999963144,-3.0267984e-09,5.5879354e-09,-2.7939677e-09,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1000160704,1.4901161e-08,1.1175871e-08,-1.2572855e-08,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1000362789,-9.313226e-10,2.6077032e-08,-1.7695129e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1000567439,-2.8871e-08,3.3527613e-08,-1.3038516e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1000765964,-9.313226e-09,2.7939677e-09,-2.7939677e-09,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1000964547,-2.7008355e-08,3.7252903e-09,1.2572855e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1001163122,-6.2864274e-09,-7.6397555e-10,-1.44355e-08,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1001361704,-1.3969839e-08,1.8626451e-09,5.5879354e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
