timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
1094642007,1094641891,6946858,-11.014524,-13.589489,-5.896919,28.25,0,0,0,0,2
1095643333,1095643289,6946858,6.1770406,14.639945,-12.318168,28.25,0,0,0,0,2
1096640989,1096640946,6946858,-7.575853,0.026934769,-2.9700072,28.25,0,0,0,0,2
1097641195,1097641151,6946858,2.908955,-3.66672,-2.4474726,28.25,0,0,0,0,2
1098642624,1098642583,6946858,5.591658,-3.6379895,-17.4663,28.25,0,0,0,0,2
1099640368,1099640326,6946858,-9.222465,10.732608,-10.107721,28.125,0,0,0,0,2
1100641800,1100641758,6946858,10.096947,18.773535,-14.00608,28.125,0,0,0,0,2
1101641937,1101641896,6946858,9.599552,1.775899,-12.86225,28.125,0,0,0,0,2
1102643327,1102643285,6946858,-3.3129766,21.371841,-1.8243817,28.0,0,0,0,0,2
1103641025,1103640984,6946858,9.190144,6.0118403,2.1098902,28.125,0,0,0,0,2
1104641240,1104641198,6946858,2.5192988,-9.376891,-11.599907,28.0,0,0,0,0,2
1105642635,1105642592,6946858,0.7110779,20.64999,-19.366098,28.0,0,0,0,0,2
1106640277,1106640221,6946858,9.879673,5.209184,-7.7248917,28.0,0,0,0,0,2
1107641677,1107641636,6946858,-6.697779,-5.406706,-4.88058,28.0,0,0,0,0,2
1108641827,1108641786,6946858,-3.2501287,10.454282,-21.763294,27.875,0,0,0,0,2
1109643303,1109643261,6946858,5.544971,-2.2894554,-11.091738,27.875,0,0,0,0,2
1110641051,1110641008,6946858,1.3682863,0.59974754,-10.840346,27.875,0,0,0,0,2
1111641222,1111641173,6946858,-0.019752163,0.2136825,-10.120291,27.875,0,0,0,0,2
